"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1711799",-0.162174733243638,7.75960970094845,-3.75528599119676,0.000228746993194652,0.000882768508909343,-0.56156546084598,"C9orf40","chromosome 9 open reading frame 40"
"ILMN_1774191",0.0693418874729677,6.65134170462887,3.75505668726011,0.000228942236681256,0.000883449887609677,-0.562369055822808,"ACTR3B","actin related protein 3B"
"ILMN_1774191",0.0693418874729677,6.65134170462887,3.75505668726011,0.000228942236681256,0.000883449887609677,-0.562369055822808,"ACTR3C","actin related protein 3C"
"ILMN_1760049",0.160629459836386,8.06486580752577,3.75464697833029,0.000229291480536851,0.00088472536835735,-0.563804774011842,"SERGEF","secretion regulating guanine nucleotide exchange factor"
"ILMN_1773959",0.188846422194358,6.79550554107732,3.75434133219005,0.000229552347337719,0.000885659664322488,-0.564875743110275,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
"ILMN_1732171",0.146431661096456,7.6004701847732,3.75378733347072,0.000230025896916593,0.000887290180254144,-0.566816735442285,NA,NA
"ILMN_2163975",0.178062491979797,6.75812167316495,3.75378108215107,0.00023003124571613,0.000887290180254144,-0.566838636180814,"OXGR1","oxoglutarate receptor 1"
"ILMN_2270015",0.0598145512714048,6.59616108994845,3.75380716822033,0.000230008926542701,0.000887290180254144,-0.566747246599281,"AADAT","aminoadipate aminotransferase"
"ILMN_1813528",-0.183581950395387,6.78167274595876,-3.75332901459598,0.000230418359018305,0.000888638411187054,-0.568422316360443,"CCBE1","collagen and calcium binding EGF domains 1"
"ILMN_2391345",0.124134261852928,7.21753612868557,3.75333379641357,0.000230414261042679,0.000888638411187054,-0.568405565590031,"RPP25L","ribonuclease P/MRP subunit p25 like"
"ILMN_1686805",-0.20313272956699,9.22706485973711,-3.75320794450368,0.00023052213799143,0.000888918749571672,-0.568846420354149,"CRK","CRK proto-oncogene, adaptor protein"
"ILMN_1904301",0.0636241339378403,6.62783603578351,3.75320035695479,0.000230528643365341,0.000888918749571672,-0.568872998859722,NA,NA
"ILMN_2328094",0.230446082855146,7.31587959514433,3.75299560699942,0.000230704256407112,0.000889523382429052,-0.569590202119811,"DACT1","dishevelled binding antagonist of beta catenin 1"
"ILMN_2225698",-0.181975562561881,8.16934866806186,-3.75262471618288,0.000231022689866067,0.000890678542619134,-0.570889281637963,"NDUFA10","NADH:ubiquinone oxidoreductase subunit A10"
"ILMN_2260313",-0.0845504432913753,6.76214036346392,-3.75257681935441,0.000231063842645561,0.000890764581291967,-0.571057036636788,"CRYBA2","crystallin beta A2"
"ILMN_1715789",-0.167196458343208,8.02692537535052,-3.75247959284452,0.000231147400627322,0.000891014067139393,-0.571397559402386,"DOCK1","dedicator of cytokinesis 1"
"ILMN_3248309",-0.116702228061609,6.73339612975773,-3.75137679642814,0.000232097163538286,0.000894602238464873,-0.575259421677246,"OXCT2","3-oxoacid CoA-transferase 2"
"ILMN_3178849",0.0863370508462635,6.65960054036082,3.7512430472034,0.000232212603188422,0.000894974246518378,-0.575727728893493,"CCDC175","coiled-coil domain containing 175"
"ILMN_1687247",-0.252434572070934,8.42508411619072,-3.75113868864953,0.000232302713307247,0.000895248578950349,-0.576093118101347,"SPATA20","spermatogenesis associated 20"
"ILMN_1777437",-0.074957406275276,6.85872194198969,-3.75085825832635,0.000232545019354316,0.000896109351798044,-0.577074941511691,"CIMAP2","ciliary microtubule associated protein 2"
"ILMN_1794912",-0.14133549223776,12.5911862108763,-3.7508354654575,0.000232564724050055,0.00089611226271711,-0.57715473955265,"ATP5PD","ATP synthase peripheral stalk subunit d"
"ILMN_1696521",-0.0808057276502367,6.91858897715979,-3.75071454126472,0.000232669290809917,0.000896442134789066,-0.577578089240038,"EGFR","epidermal growth factor receptor"
"ILMN_1791396",0.218087325491071,8.81833173245876,3.75035712844099,0.000232978616324411,0.000897560795599299,-0.578829305097392,"DGCR6","DiGeorge syndrome critical region gene 6"
"ILMN_1791396",0.218087325491071,8.81833173245876,3.75035712844099,0.000232978616324411,0.000897560795599299,-0.578829305097392,"DGCR6L","DiGeorge syndrome critical region gene 6 like"
"ILMN_1773312",-0.103165144159838,7.01411735548454,-3.75029355034984,0.000233033681168801,0.000897699803068802,-0.579051865821094,"PATJ","PATJ crumbs cell polarity complex component"
"ILMN_1678032",-0.166321047500722,8.08781890110309,-3.75024194540979,0.000233078385142211,0.000897798878665402,-0.579232511073887,"NR1H2","nuclear receptor subfamily 1 group H member 2"
"ILMN_3277321",0.0733655771987971,6.59104503434021,3.74988689337345,0.000233386177098473,0.000898911248980841,-0.580475327342413,"ZNF532","zinc finger protein 532"
"ILMN_2411794",0.179311116051727,9.17399557160825,3.74984767375942,0.000233420199852428,0.000898969073297607,-0.580612604570775,"PTPRA","protein tyrosine phosphatase receptor type A"
"ILMN_1746864",-0.245365775411473,8.24905013804124,-3.74961507524223,0.000233622073928279,0.000899600022479301,-0.581426724754698,"CYTIP","cytohesin 1 interacting protein"
"ILMN_1852539",0.0837747147813284,6.87407357168557,3.74961599040777,0.000233621279325516,0.000899600022479301,-0.581423521661021,NA,NA
"ILMN_2365410",-0.068040493130642,6.77275154853608,-3.74908045997435,0.000234086696723001,0.000901315737504536,-0.583297771033354,"TRNAU1AP","tRNA selenocysteine 1 associated protein 1"
"ILMN_1723058",-0.180854323942169,6.88268146147938,-3.74866434725918,0.000234448936044913,0.000902636993044367,-0.584753922515802,"CLIP1","CAP-Gly domain containing linker protein 1"
"ILMN_2140389",0.130311286051177,7.75964707609794,3.74848158293221,0.000234608205668288,0.000903176656305223,-0.585393446758642,"TMEM185A","transmembrane protein 185A"
"ILMN_1659913",-0.364423457032965,9.91454766150516,-3.74829904027723,0.000234767384238487,0.00090371588120782,-0.586032168425914,"ISG20","interferon stimulated exonuclease gene 20"
"ILMN_1712560",0.0910366765749826,7.10402082450516,3.74777100450811,0.000235228410580252,0.000905416859542579,-0.587879628406403,"SF1","splicing factor 1"
"ILMN_1711786",0.17396426301265,6.62266885637629,3.74772949437163,0.000235264689219055,0.000905482799151062,-0.588024852050312,"NFE2","nuclear factor, erythroid 2"
"ILMN_1737497",0.131942010033081,7.71157087315464,3.74752140487529,0.000235446633073102,0.000906109316245685,-0.588752834356808,"PSPC1","paraspeckle component 1"
"ILMN_1809035",-0.056484210280721,6.52885569570619,-3.74742471382103,0.000235531220537186,0.000906361088713769,-0.589091087384173,NA,NA
"ILMN_2406716",0.117713312325009,6.79423309116495,3.74719938607355,0.000235728453736503,0.000907046263401078,-0.589879319161051,"CEP83","centrosomal protein 83"
"ILMN_1695945",-0.471567072533025,7.78428194947423,-3.74712756315075,0.000235791354375675,0.000907214477945297,-0.590130558389329,"MEIS2","Meis homeobox 2"
"ILMN_1724628",0.0694553998760155,6.57353463022165,3.74694822511533,0.000235948483236736,0.000907745181603094,-0.590757871262632,"IFITM3","interferon induced transmembrane protein 3"
"ILMN_1804673",0.188121605400708,6.8437047552835,3.7467192311332,0.000236149262593507,0.00090836982495908,-0.591558839697114,"SLC16A4","solute carrier family 16 member 4"
"ILMN_3239748",0.0621089130276369,6.54928280791753,3.74672252101721,0.000236146376916625,0.00090836982495908,-0.59154733273701,"KRT83","keratin 83"
"ILMN_1728885",-0.400649740488843,7.26715947007216,-3.7463933870524,0.000236435237536297,0.00090939588313066,-0.592698494603306,"SHISAL1","shisa like 1"
"ILMN_1801586",0.0739554476754334,6.6008295395567,3.74622525260272,0.000236582927690642,0.000909889935791352,-0.593286519181706,"HGF","hepatocyte growth factor"
"ILMN_2120624",-0.0589054244660865,6.51256638371649,-3.74619187251893,0.000236612259302089,0.000909928742164412,-0.593403258215729,"ZIC4","Zic family zinc finger 4"
"ILMN_2177832",-0.135518954007327,7.12607766061856,-3.7460709296703,0.000236718562511552,0.000910263524245509,-0.593826220002221,"TOR2A","torsin family 2 member A"
"ILMN_1700771",-0.396044625583413,7.53853178912887,-3.74583437796152,0.000236926611152089,0.000910915401738397,-0.594653455399186,"PRUNE2","prune homolog 2 with BCH domain"
"ILMN_3204136",-0.0560009404113657,6.59752383927835,-3.74585588337163,0.000236907689873324,0.000910915401738397,-0.594578251567341,"PAXIP1-AS2","PAXIP1 antisense RNA 2"
"ILMN_2266005",0.113005198686321,7.27439782770619,3.74573800012271,0.000237011425597279,0.000911167410494703,-0.594990481483814,"SMIM11","small integral membrane protein 11"
"ILMN_2341382",-0.0744745001538476,6.76754200559794,-3.74557253848976,0.000237157102130614,0.000911653337648896,-0.595569070936304,"ANKHD1","ankyrin repeat and KH domain containing 1"
"ILMN_2341382",-0.0744745001538476,6.76754200559794,-3.74557253848976,0.000237157102130614,0.000911653337648896,-0.595569070936304,"ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough"
"ILMN_2294684",0.0708395919175269,6.73582093956186,3.74523816516591,0.000237451751168047,0.000912711803034785,-0.596738246611509,"CEP170","centrosomal protein 170"
"ILMN_1794740",0.16203891384982,8.12546703969588,3.74486428352925,0.000237781624730414,0.000913905480616164,-0.598045460865483,"CD151","CD151 molecule (Raph blood group)"
"ILMN_1776953",-0.786722622371515,8.65032966786083,-3.74448217655598,0.000238119203128606,0.000915128575046874,-0.599381317020574,"MYL9","myosin light chain 9"
"ILMN_1758412",0.167008162135756,10.2029849555515,3.74357834558808,0.000238919511255743,0.000918129667421103,-0.602540664963557,"COPS7A","COP9 signalosome subunit 7A"
"ILMN_2372681",0.222485780162052,6.75844359952577,3.74253579564515,0.000239845808250137,0.000921614387921423,-0.606184086894933,"MAGEA6","MAGE family member A6"
"ILMN_2371053",0.339682088934847,8.14288962706186,3.74217791957703,0.000240164560229187,0.000922764222720041,-0.607434561809346,"EFNA1","ephrin A1"
"ILMN_1815619",-0.495176754597281,10.5894333393351,-3.74209823560591,0.000240235587403526,0.000922962135698492,-0.607712975979826,"CDX1","caudal type homeobox 1"
"ILMN_1727080",0.204575208626377,7.99912863285052,3.74143044790529,0.000240831608329043,0.000925101678001825,-0.610046011034801,"MYO6","myosin VI"
"ILMN_1898350",-0.0678362567246102,6.64248075337113,-3.74143292768393,0.000240829392467036,0.000925101678001825,-0.610037348153471,NA,NA
"ILMN_1703374",-0.194715900627598,7.52572696321649,-3.7409317600113,0.000241277614031538,0.00092673963349183,-0.611788030949333,"NAV1","neuron navigator 1"
"ILMN_1716838",0.108152237666782,6.83312852261856,3.74080540121314,0.000241390748017735,0.000927098877102142,-0.612229396460264,"SPATC1L","spermatogenesis and centriole associated 1 like"
"ILMN_1651504",-0.125810147392382,7.87745704371134,-3.74032551452515,0.000241820866458545,0.000928675391816194,-0.613905501251597,"FAM193A","family with sequence similarity 193 member A"
"ILMN_3309975",-0.0707872745810834,6.68157508713918,-3.74014450311044,0.000241983293592157,0.000929223707184173,-0.614537673223958,"MIR7-1","microRNA 7-1"
"ILMN_2119421",0.220942520949942,8.41821628147423,3.74007994473969,0.000242041248760827,0.000929370790345852,-0.614763133224026,"RBMX","RNA binding motif protein X-linked"
"ILMN_2119421",0.220942520949942,8.41821628147423,3.74007994473969,0.000242041248760827,0.000929370790345852,-0.614763133224026,"RBMXL1","RBMX like 1"
"ILMN_1699334",-0.119747940870912,7.30356910638144,-3.74003410965696,0.00024208240367443,0.00092945334657496,-0.614923203029178,"AATK","apoptosis associated tyrosine kinase"
"ILMN_1769027",0.120246469120884,7.02088703965979,3.73984212279693,0.000242254858869274,0.00093003996394934,-0.615593660072202,"CDC42SE1","CDC42 small effector 1"
"ILMN_1694699",0.0628502086693361,6.53066464291753,3.73943937750007,0.000242617008565965,0.000931354682610966,-0.61700003156751,"H2AC15","H2A clustered histone 15"
"ILMN_1792456",0.200125067941055,8.48981843312887,3.73843888224208,0.000243518872880381,0.000934740868385813,-0.620493156467173,"CFAP36","cilia and flagella associated protein 36"
"ILMN_1703049",-0.0847666202264437,6.64841615027835,-3.73832248895603,0.000243623997418969,0.000935068487780459,-0.620899478980517,"AKAP7","A-kinase anchoring protein 7"
"ILMN_1706118",0.106848729972581,7.40694400722165,3.73740411084266,0.00024445496766246,0.000938181741661883,-0.624105102194799,"JPT2","Jupiter microtubule associated homolog 2"
"ILMN_1716803",-0.100293752770228,6.57669186144845,-3.73674318833551,0.000245054643133441,0.00094040688742842,-0.626411648079761,"RALYL","RALY RNA binding protein like"
"ILMN_3242120",-0.222670075374182,8.75648257104124,-3.73660352682531,0.000245181540195576,0.000940817513457385,-0.626899006009538,"RAP1B","RAP1B, member of RAS oncogene family"
"ILMN_1747227",0.124608111290154,7.0073653106134,3.73517587552201,0.000246482278196126,0.000945732002912359,-0.631879984036432,"ADORA1","adenosine A1 receptor"
"ILMN_2404850",0.418399288291711,9.38178406536082,3.73463033975097,0.000246981038027275,0.000947568821053858,-0.633782886151305,"RPL14","ribosomal protein L14"
"ILMN_1723871",0.186475395698077,8.2419794946701,3.73445869685712,0.000247138160914059,0.000948094721313039,-0.634381549894617,"OTUB1","OTU deubiquitinase, ubiquitin aldehyde binding 1"
"ILMN_1737627",0.0704296708429375,6.72125078018557,3.7342049128275,0.000247370649400021,0.000948909637421075,-0.63526666552249,"MAPK14","mitogen-activated protein kinase 14"
"ILMN_1699049",0.119447124331889,7.40223463452577,3.73379118178268,0.000247750106686237,0.00095028814544506,-0.636709512370588,"PMS2P3","PMS1 homolog 2, mismatch repair system component pseudogene 3"
"ILMN_1699049",0.119447124331889,7.40223463452577,3.73379118178268,0.000247750106686237,0.00095028814544506,-0.636709512370588,"LOC100289561","uncharacterized LOC100289561"
"ILMN_1699049",0.119447124331889,7.40223463452577,3.73379118178268,0.000247750106686237,0.00095028814544506,-0.636709512370588,"LOC100630923","LOC100289561-PRKRIP1 readthrough"
"ILMN_3235340",0.117712636685757,7.4832736504433,3.73329351761,0.000248207272950835,0.000951964471844688,-0.638444884533401,"ACER2","alkaline ceramidase 2"
"ILMN_2411864",0.112704626453547,6.63249070249485,3.73321598262705,0.000248278570199359,0.00095216069943457,-0.638715233671608,"PHACTR3","phosphatase and actin regulator 3"
"ILMN_1805645",-0.16277234087579,7.37112965782474,-3.73314090489395,0.000248347626331919,0.000952348301105776,-0.638977010234812,"TMTC2","transmembrane O-mannosyltransferase targeting cadherins 2"
"ILMN_1739054",-0.0996588389046495,7.08766350765979,-3.73270675863188,0.000248747308100723,0.000953803632537354,-0.640490676174133,"CCDC121","coiled-coil domain containing 121"
"ILMN_1778154",-0.106557715307028,6.72299742918041,-3.73181894442595,0.000249566537236386,0.000956867321704935,-0.643585596648302,"FAM180B","family with sequence similarity 180 member B"
"ILMN_1662358",0.437221974745256,10.1375677103711,3.73168158362372,0.000249693514262359,0.000957276553665744,-0.644064379502567,"MX1","MX dynamin like GTPase 1"
"ILMN_1804886",0.0650145312638459,6.56291450061856,3.7314144172679,0.000249940659102812,0.000958146382050257,-0.644995567052379,"HTR1D","5-hydroxytryptamine receptor 1D"
"ILMN_2213008",0.096539498079478,6.52596489991753,3.73112410538009,0.000250209477050381,0.000959099146446667,-0.646007361123846,"ARMC2","armadillo repeat containing 2"
"ILMN_1698323",-0.307978798530797,8.29006541946392,-3.7307154039321,0.000250588382465886,0.000960473707798001,-0.647431650613454,"PLEKHB2","pleckstrin homology domain containing B2"
"ILMN_1697694",0.247795676056167,11.240604851701,3.73018023711726,0.000251085353423888,0.000962300540028823,-0.649296456829482,"ATP6AP1","ATPase H+ transporting accessory protein 1"
"ILMN_2158781",-0.0910468875384565,6.94476888683505,-3.72971131377927,0.000251521574369174,0.00096389426676809,-0.650930245113058,NA,NA
"ILMN_1694514",-0.421913301765237,7.95454232987113,-3.7293528953373,0.000251855479807023,0.000965095668104214,-0.652178900441686,"ZDHHC11","zDHHC palmitoyltransferase 11"
"ILMN_1669172",-0.115074505289712,6.88277042310825,-3.72853974803524,0.000252614568225048,0.000967926019394144,-0.655011351335212,"PTPRR","protein tyrosine phosphatase receptor type R"
"ILMN_2048822",0.21115035538617,7.7898026418866,3.72763390274344,0.000253462737778901,0.000971097210529387,-0.65816606910732,"NUDCD2","NudC domain containing 2"
"ILMN_1688106",-0.0713687829509357,6.58503424445876,-3.72739492725779,0.000253686945788218,0.000971877484310176,-0.658998220013941,NA,NA
"ILMN_3266197",0.113281511181822,6.87225449228351,3.72714569231507,0.000253920978934787,0.000972695268839698,-0.659866046778037,NA,NA
"ILMN_1668442",0.06261973650982,6.62397796857216,3.7265154023595,0.000254513735833584,0.000974886972911889,-0.662060468642115,"LINC00158","long intergenic non-protein coding RNA 158"
"ILMN_1658904",-0.116524624588743,6.98552021626804,-3.72568453510293,0.000255297124114959,0.000977808455446377,-0.66495273074051,NA,NA
"ILMN_1673886",0.0642022340658261,6.53248074241753,3.72560878573479,0.000255368658096657,0.000978003226546073,-0.665216387711063,"SIM2","SIM bHLH transcription factor 2"
"ILMN_1777881",0.191815988157611,9.35973557874227,3.72548041251631,0.000255489930708365,0.000978388438189211,-0.665663199238635,"TSPAN17","tetraspanin 17"
"ILMN_1666206",-0.384296767658563,9.57133793959794,-3.72476544911992,0.000256166344107995,0.000980876731141859,-0.668151432974456,"GSDMB","gasdermin B"
"ILMN_1758337",0.122630804998221,7.26054160866495,3.72474977645264,0.000256181190660459,0.000980876731141859,-0.668205972755636,"ZNF213","zinc finger protein 213"
"ILMN_3238986",-0.0858719665875158,6.55366227786083,-3.72377946318657,0.00025710194329096,0.00098432244966236,-0.671582207673551,"CALY","calcyon neuron specific vesicular protein"
"ILMN_2400143",0.131808452566769,7.20918708065979,3.7236303783817,0.000257243690139875,0.000984785404898786,-0.672100885322871,"RPL32","ribosomal protein L32"
"ILMN_1680579",-0.536124664966929,8.98894659974742,-3.72343536708305,0.000257429214453308,0.00098541586138068,-0.672779317669295,"ATP2B4","ATPase plasma membrane Ca2+ transporting 4"
"ILMN_3242738",0.0821479023534275,6.73816008914433,3.72324676384632,0.000257608762708348,0.000986023341843609,-0.67343542748492,NA,NA
"ILMN_2097259",-0.138938874594297,7.06728444692784,-3.72295802309441,0.000257883870068059,0.000986996456419434,-0.674439838256427,"CYP2U1","cytochrome P450 family 2 subfamily U member 1"
"ILMN_1790562",0.103942762647357,6.9100632354433,3.7228972775252,0.000257941782765043,0.000987138213721686,-0.674651138611814,"EYA3","EYA transcriptional coactivator and phosphatase 3"
"ILMN_2153061",0.170772345500721,6.63831728319588,3.72225678643975,0.000258553152861562,0.000989397847452926,-0.676878872335796,"FGF20","fibroblast growth factor 20"
"ILMN_3295874",-0.163520842973136,7.36847774477835,-3.72181220676255,0.000258978323753234,0.000990944650076091,-0.67842499861626,NA,NA
"ILMN_1706101",-0.0650748874396676,6.58880034404124,-3.72114256602061,0.000259619977440092,0.000993239117639509,-0.680753523626869,"SPMIP4","sperm microtubule inner protein 4"
"ILMN_1724367",-0.0806766040596063,6.7657209290567,-3.72116445466617,0.000259598979885057,0.000993239117639509,-0.680677416525451,"NDUFB1","NADH:ubiquinone oxidoreductase subunit B1"
"ILMN_2357382",0.127069755325676,6.98328132296392,3.72067285380893,0.000260070954476664,0.000994883953826357,-0.682386625549663,"TERF1","telomeric repeat binding factor 1"
"ILMN_1762899",-0.550130722163058,10.8916036794691,-3.72054587830702,0.000260192992399117,0.00099527029123629,-0.682828065066218,"EGR1","early growth response 1"
"ILMN_1766593",0.0782267009229596,6.66968843452062,3.72023579409257,0.000260491246102428,0.000996330558733728,-0.683906040408104,"PHRF1","PHD and ring finger domains 1"
"ILMN_1673356",0.111508970231545,6.68179711648454,3.7200790718171,0.000260642111879405,0.000996826968926572,-0.684450839394279,"FAM83C","family with sequence similarity 83 member C"
"ILMN_2376847",-0.191983094331332,7.04682286690206,-3.72002498851718,0.000260694193317132,0.00099694552821989,-0.684638839495593,"PDE1A","phosphodiesterase 1A"
"ILMN_2207328",0.23740374423565,8.11936169378866,3.71978143388079,0.000260928854786167,0.000997762233592451,-0.685485435567412,"TPGS2","tubulin polyglutamylase complex subunit 2"
"ILMN_3238576",-0.078890270144079,6.95749818704124,-3.71973684930739,0.000260971833000824,0.000997845891220002,-0.68564040637268,"FOXD4L4","forkhead box D4 like 4"
"ILMN_3238576",-0.078890270144079,6.95749818704124,-3.71973684930739,0.000260971833000824,0.000997845891220002,-0.68564040637268,"FOXD4L5","forkhead box D4 like 5"
"ILMN_1738272",0.145704707881448,8.45651137090722,3.71921703872064,0.000261473408910094,0.000999682877141108,-0.687447088906849,"DHX36","DEAH-box helicase 36"
"ILMN_1800331",-0.147896738313912,7.01597309576289,-3.71862798847008,0.00026204289641649,0.0010017791892915,-0.689494160229513,"PTCH1","patched 1"
"ILMN_1672174",-0.0940624544815138,6.94645630993814,-3.71841063530209,0.00026225332696653,0.00100250261355163,-0.690249436433376,"ECE1","endothelin converting enzyme 1"
"ILMN_1783444",0.0980840028936649,6.9305335817165,3.71823682048653,0.000262421720719577,0.0010030652419034,-0.690853394553856,"DVL1","dishevelled segment polarity protein 1"
"ILMN_1806483",0.0994974042154482,6.63704094534536,3.71756431350774,0.000263074215803565,0.00100547803001298,-0.693189938734781,"ZWILCH","zwilch kinetochore protein"
"ILMN_1781383",0.0700001761662756,6.70356529054639,3.71725448576208,0.000263375339424671,0.00100654758375567,-0.694266274537953,"TONSL","tonsoku like, DNA repair protein"
"ILMN_1748077",-0.153958595114547,8.64705363973711,-3.71690453662516,0.000263715848897527,0.00100776747429204,-0.695481897811782,"DDX59","DEAD-box helicase 59"
"ILMN_1796216",0.153240341569649,7.22617814162371,3.71664841865866,0.000263965321775602,0.00100863930726957,-0.696371515562619,"VASH1","vasohibin 1"
"ILMN_1745217",-0.140842165864145,9.2785833364433,-3.71591434338859,0.000264681587024735,0.00101129451808998,-0.698921008708624,"KANSL3","KAT8 regulatory NSL complex subunit 3"
"ILMN_1719190",0.0626391981423069,6.63100019840206,3.71582550193889,0.00026476839746616,0.00101154447537362,-0.699229531474632,"CCDC9","coiled-coil domain containing 9"
"ILMN_2339627",0.164691636749032,8.88328864346392,3.71574344887347,0.000264848598605817,0.00101176914355514,-0.699514474305417,"COPE","coat protein complex I subunit epsilon"
"ILMN_1651943",0.0653083590866945,6.62412197836082,3.71553466019267,0.000265052778468166,0.0010124673581389,-0.700239502913185,"ANK3","ankyrin 3"
"ILMN_3259146",0.38339945713154,9.11448721246392,3.71540765781806,0.000265177050110291,0.00101286024551455,-0.700680507417325,"BST2","bone marrow stromal cell antigen 2"
"ILMN_2393296",0.302372009951947,7.86387481344845,3.71538547495883,0.000265198761652275,0.00101286136638153,-0.700757534092157,"GK","glycerol kinase"
"ILMN_1732985",0.159297130363518,8.90437911993299,3.71515321959536,0.00026542618316663,0.00101364808220544,-0.701563982315938,"PHF20L1","PHD finger protein 20 like 1"
"ILMN_1759700",-0.067956083507605,6.51169762629897,-3.71503793678076,0.000265539135049419,0.0010139975530109,-0.701964256612253,"NLGN3","neuroligin 3"
"ILMN_1673111",0.153687727498825,9.50947703954124,3.71466336234661,0.000265906449410082,0.00101531820691181,-0.703264744901626,"TSEN34","tRNA splicing endonuclease subunit 34"
"ILMN_1693438",-0.12078605158696,8.0711342699433,-3.71449078765371,0.00026607584069275,0.00101588297322462,-0.703863870257615,"FBXL12","F-box and leucine rich repeat protein 12"
"ILMN_1663351",-0.228443589627925,7.83956073303093,-3.71409405397059,0.000266465642625699,0.0010172891127609,-0.705241114027205,"SLC2A10","solute carrier family 2 member 10"
"ILMN_2347145",-0.412159804299034,12.452394888299,-3.71401377267748,0.000266544586838622,0.0010175083557958,-0.705519791541146,"DCN","decorin"
"ILMN_1809495",-0.196428430377402,12.176130172732,-3.71389693410841,0.000266659518945178,0.00101786493267556,-0.705925359659485,"COX8A","cytochrome c oxidase subunit 8A"
"ILMN_1723520",0.10351790767033,6.69766946320619,3.7136752413663,0.000266877723011186,0.00101851327390284,-0.70669486545629,"CD1A","CD1a molecule"
"ILMN_1779448",-0.354115946402928,7.84505620137113,-3.71368576541661,0.000266867360760651,0.00101851327390284,-0.70665833688948,"EFHD1","EF-hand domain family member D1"
"ILMN_3235345",-0.0605260061682777,6.57760298774227,-3.71365872753341,0.000266893983721803,0.00101851327390284,-0.706752184143176,"ANKRD20A5P","ankyrin repeat domain 20 family member A5, pseudogene"
"ILMN_1756126",0.169441478599177,8.85860495743299,3.71352523213932,0.000267025467280409,0.00101893281269189,-0.707215531857808,"STUB1","STIP1 homology and U-box containing protein 1"
"ILMN_1694752",0.104994490201464,7.35619341136598,3.7132539586978,0.000267292841038714,0.00101978849961442,-0.708157047420644,"PARG","poly(ADP-ribose) glycohydrolase"
"ILMN_3304111",-0.321658859794438,12.0956641137938,-3.71327316115476,0.000267273906311802,0.00101978849961442,-0.708090402930734,"NPIPB3","nuclear pore complex interacting protein family member B3"
"ILMN_3304111",-0.321658859794438,12.0956641137938,-3.71327316115476,0.000267273906311802,0.00101978849961442,-0.708090402930734,"NPIPB13","nuclear pore complex interacting protein family, member B13"
"ILMN_3304111",-0.321658859794438,12.0956641137938,-3.71327316115476,0.000267273906311802,0.00101978849961442,-0.708090402930734,"NPIPB5","nuclear pore complex interacting protein family member B5"
"ILMN_1661409",-0.0932241053092504,6.99346257370619,-3.71313495862253,0.00026741021021809,0.00102007169808933,-0.708570045163386,"TASOR","transcription activation suppressor"
"ILMN_1687971",-0.172588031786544,7.18787706613918,-3.71315278544612,0.000267392624611355,0.00102007169808933,-0.708508176707118,"CAPN3","calpain 3"
"ILMN_2109343",0.0690310497514695,6.60837835800515,3.71307657591518,0.000267467810590411,0.00102020912750609,-0.708772662069646,"SGTB","small glutamine rich tetratricopeptide repeat co-chaperone beta"
"ILMN_1748578",0.305126250141639,8.29922933019588,3.71287649111598,0.000267665303154358,0.00102088008598835,-0.709467034455947,"RAD21","RAD21 cohesin complex component"
"ILMN_1761950",0.0569520413664106,6.56076937409278,3.71265609781857,0.000267883000534916,0.00102162799155614,-0.710231847717935,NA,NA
"ILMN_1811719",0.115383769749807,6.76374190294845,3.71176665905228,0.000268763260070178,0.00102490239244567,-0.713317996113815,"MYO7A","myosin VIIA"
"ILMN_3185709",-0.154248900112664,7.48104141906701,-3.71149049513198,0.000269037129316669,0.00102586404171789,-0.7142760911151,"IP6K2","inositol hexakisphosphate kinase 2"
"ILMN_2094166",-0.221998148695974,9.56592684714433,-3.7109169910042,0.000269606710501267,0.00102795302262395,-0.716265550525492,"CHMP5","charged multivesicular body protein 5"
"ILMN_1798006",-0.295507061670435,7.44478335540722,-3.71086106391106,0.000269662315948831,0.0010280821445679,-0.716459544771903,"ANKRD35","ankyrin repeat domain 35"
"ILMN_1829989",0.114119329425903,7.06724969218557,3.71082964643623,0.000269693557488558,0.0010281183662744,-0.716568521420251,"ZEB1-AS1","ZEB1 antisense RNA 1"
"ILMN_2359907",-0.235595671121876,10.6816343185722,-3.71035210883984,0.000270168842032237,0.00102984721422735,-0.718224840164004,"CD68","CD68 molecule"
"ILMN_2101410",-0.0592914016920885,6.59096492283505,-3.71027594566265,0.000270244718982305,0.0010300534182859,-0.718488991799374,"ZNF625","zinc finger protein 625"
"ILMN_2291619",0.211275577836048,8.60423997422165,3.7087563516091,0.000271762815943655,0.00103575625128751,-0.723758315118396,"RAB3IP","RAB3A interacting protein"
"ILMN_3291986",-0.086481266568974,13.9679851520619,-3.70838376501709,0.0002721362631329,0.00103709596934119,-0.725050005493263,"RPS29","ribosomal protein S29"
"ILMN_1811702",-0.228026387394831,9.6826878275567,-3.70824241828941,0.000272278063118536,0.00103755274817692,-0.725539999607369,"GRN","granulin precursor"
"ILMN_2120631",0.0696755287318211,6.44891731385052,3.7080865099667,0.000272434552333339,0.00103806542420785,-0.726080454320818,"TPRXL","tetrapeptide repeat homeobox like (pseudogene)"
